Diesel,Electric,Hybrid,Other,Petrol,Automatic,Manual,Other,Semi-Auto,year,price,mileage,tax,mpg,engineSize
0,0,0,0,1,0,1,0,0,2017,9491,28977,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2016,8995,20305,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2019,16995,1225,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,9795,35657,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,11250,9245,145,47.1,1.5
0,0,0,0,1,1,0,0,0,2018,13499,15413,145,60.1,1.5
0,0,1,0,0,1,0,0,0,2016,13950,14107,0,78.5,1.5
0,0,1,0,0,1,0,0,0,2013,9995,32649,0,76.3,1.5
0,0,0,0,1,0,1,0,0,2016,9999,18505,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2013,8999,47151,0,76.3,1.5
0,0,0,0,1,0,1,0,0,2018,10499,35754,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2015,7750,43455,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,10000,34500,150,58.9,1.5
0,0,1,0,0,1,0,0,0,2017,14500,25575,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2015,7920,30421,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2017,9999,15717,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2015,8499,16696,30,58.0,1.3
0,0,0,0,1,1,0,0,0,2016,10999,29984,30,55.0,1.3
0,0,0,0,1,0,0,0,1,2013,7499,19220,125,53.3,1.3
0,0,0,0,1,0,1,0,0,2016,8250,4000,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2013,5840,46200,125,52.3,1.3
0,0,0,0,1,0,1,0,0,2013,6420,33040,125,52.3,1.3
0,0,0,0,1,0,1,0,0,2016,8795,17500,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2015,8999,69775,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2017,12998,8770,140,76.3,1.5
0,0,0,0,1,0,1,0,0,2015,7780,28023,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2015,9995,36000,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2014,9999,36001,0,76.3,1.5
0,0,1,0,0,1,0,0,0,2017,14500,20413,135,67.3,1.5
0,0,0,0,1,0,1,0,0,2019,14999,1114,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,12999,9977,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,10999,21808,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2018,10645,7294,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,8995,46769,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,11795,5850,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,12995,1378,145,47.9,1.5
0,0,0,0,1,0,0,0,1,2013,7999,34207,30,55.4,1.3
0,0,1,0,0,1,0,0,0,2013,9299,35916,0,80.7,1.5
0,0,1,0,0,1,0,0,0,2019,16500,3056,140,76.3,1.5
0,0,1,0,0,1,0,0,0,2018,13999,5000,135,76.3,1.5
0,0,0,0,1,1,0,0,0,2020,17995,1127,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,12500,2591,145,47.9,1.5
0,0,1,0,0,1,0,0,0,2016,14995,12457,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2018,10995,13500,150,47.1,1.5
0,0,0,0,1,0,1,0,0,2018,9611,20560,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,11495,11823,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9441,25847,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2014,7348,15781,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,10995,7835,145,56.5,1.5
0,0,1,0,0,1,0,0,0,2017,13330,6301,0,78.0,1.5
1,0,0,0,0,0,1,0,0,2014,6100,47481,0,72.4,1.4
0,0,0,0,1,0,1,0,0,2017,9350,27450,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2016,9660,24123,30,55.0,1.3
0,0,0,0,1,1,0,0,0,2019,12795,8500,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,12000,10095,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2017,10499,6610,145,56.5,1.5
0,0,1,0,0,1,0,0,0,2017,14999,3316,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2019,12490,3578,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,11250,6677,150,56.5,1.5
0,0,0,0,1,0,1,0,0,2017,9599,19923,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2019,12990,5111,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,10990,12480,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2016,5990,39845,0,66.0,1.0
0,0,0,0,1,0,1,0,0,2018,9290,43825,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,14990,1500,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,8490,36512,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,11700,9613,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,12990,11775,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2017,11490,8958,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2016,8190,28594,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,6995,58000,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,9995,7714,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,8995,22640,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,9799,15052,30,55.0,1.3
1,0,0,0,0,0,1,0,0,2016,7499,40329,20,72.4,1.4
0,0,0,0,1,0,1,0,0,2017,10990,19029,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2014,8475,51275,0,80.7,1.5
0,0,0,0,1,0,1,0,0,2017,10395,26500,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2018,10499,9822,145,47.1,1.5
0,0,1,0,0,1,0,0,0,2014,11490,21821,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2016,9790,11525,30,58.0,1.3
0,0,0,0,1,1,0,0,0,2016,10990,14150,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2019,11495,11162,145,47.9,1.5
0,0,1,0,0,1,0,0,0,2018,13444,14188,135,76.3,1.5
0,0,0,0,1,0,1,0,0,2017,9990,16572,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9495,14140,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,11495,9400,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,11695,34748,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2015,8295,21041,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2019,12195,2627,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2015,8200,23360,30,55.0,1.3
0,0,0,0,1,1,0,0,0,2019,17589,2251,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,12395,11988,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2018,9750,20585,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,10250,41080,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2018,10395,11000,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,8545,51500,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,11295,10995,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,10795,13500,150,58.9,1.5
0,0,1,0,0,1,0,0,0,2018,13900,10142,140,76.3,1.5
0,0,0,0,1,0,1,0,0,2018,10495,23573,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9789,8810,30,58.0,1.3
0,0,0,0,1,1,0,0,0,2019,13495,679,150,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,9690,6000,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,8250,16448,0,66.0,1.0
0,0,0,0,1,0,1,0,0,2016,7800,16400,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2015,12000,7929,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2019,11595,8769,145,47.9,1.5
0,0,0,0,1,1,0,0,0,2018,12495,10137,145,60.1,1.5
0,0,0,0,1,0,1,0,0,2017,9995,20300,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2018,10595,19784,145,58.9,1.5
0,0,0,0,1,1,0,0,0,2016,11795,15226,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,10450,8676,150,47.1,1.5
0,0,0,0,1,0,1,0,0,2018,10995,27799,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,13995,10924,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2016,8995,41459,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2015,6995,28000,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2014,6695,19000,125,52.3,1.3
0,0,0,0,1,1,0,0,0,2016,11215,5990,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2017,12795,16998,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2017,13995,15472,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2015,7568,46982,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2019,12250,6861,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2014,6230,44011,125,52.3,1.3
0,0,1,0,0,1,0,0,0,2015,10395,42321,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2016,8195,30513,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2017,12495,16900,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2016,12995,6880,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2016,12295,12772,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2015,7380,20490,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,9650,21973,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2018,10295,14841,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2017,9495,11373,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2016,8808,18284,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2016,12295,13849,0,86.0,1.5
0,0,0,0,1,1,0,0,0,2016,10995,11200,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2016,9795,23877,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2017,14295,18500,0,78.0,1.5
0,0,0,0,1,1,0,0,0,2015,8695,35013,30,58.0,1.3
0,0,0,0,1,0,0,0,1,2014,7995,41013,30,55.4,1.3
0,0,0,0,1,0,1,0,0,2016,7795,29000,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2016,11795,25000,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,10995,26165,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,11195,13252,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2019,12295,9816,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,12495,9473,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,12495,9347,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2015,7495,21063,0,66.0,1.0
0,0,0,0,1,0,1,0,0,2017,9290,21506,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2018,13290,8996,135,76.3,1.5
0,0,0,0,1,0,1,0,0,2016,9290,33965,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2016,12000,25596,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2018,14495,11883,140,76.3,1.5
0,0,0,0,1,1,0,0,0,2019,14290,5896,145,47.9,1.5
1,0,0,0,0,0,1,0,0,2013,5590,53996,20,72.4,1.4
0,0,0,0,1,0,1,0,0,2017,10000,14702,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,10000,32996,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2017,11650,10000,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2019,12200,4986,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,10000,31922,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,10590,14361,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9000,17109,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2018,13790,12996,135,76.3,1.5
0,0,1,0,0,1,0,0,0,2015,10490,32000,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2017,10690,5196,150,58.9,1.5
0,0,1,0,0,1,0,0,0,2018,13200,30000,140,67.3,1.5
0,0,0,0,1,0,1,0,0,2017,8000,43000,150,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,11795,39842,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,10795,12091,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,11995,3325,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2018,11800,6174,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,12690,22362,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2013,8900,49989,0,76.3,1.5
0,0,1,0,0,1,0,0,0,2017,13490,20000,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,14200,5764,145,56.5,1.5
0,0,1,0,0,1,0,0,0,2017,14595,27787,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,10000,18250,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,10000,25996,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9495,31044,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9000,28916,145,65.7,1.0
0,0,1,0,0,1,0,0,0,2017,13995,7284,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2014,7400,37709,125,52.3,1.3
0,0,0,0,1,0,1,0,0,2018,11200,9643,145,58.9,1.5
1,0,0,0,0,0,1,0,0,2014,5590,75452,0,74.3,1.4
0,0,0,0,1,1,0,0,0,2016,10290,22894,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,9890,25006,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2015,6290,28896,0,66.0,1.0
0,0,0,0,1,1,0,0,0,2019,12495,6000,145,47.9,1.5
0,0,0,0,1,1,0,0,0,2019,12495,6000,145,47.9,1.5
0,0,1,0,0,1,0,0,0,2015,12995,30856,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2015,7995,18700,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2016,7495,28443,0,66.0,1.0
0,0,0,0,1,0,1,0,0,2017,10495,13101,150,56.5,1.5
0,0,0,0,1,0,1,0,0,2018,10995,17334,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2013,8495,72472,0,80.7,1.5
0,0,0,0,1,0,1,0,0,2017,9995,10260,150,65.7,1.0
0,0,0,0,1,0,1,0,0,2018,10200,18593,150,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,15895,11340,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2016,11995,13467,0,86.0,1.5
0,0,0,0,1,1,0,0,0,2019,14295,11465,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,12495,9891,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,13995,4998,145,47.9,1.5
0,0,0,0,1,0,0,0,1,2014,7995,48050,30,55.4,1.3
0,0,0,0,1,0,1,0,0,2018,10750,9643,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2016,8200,32190,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2016,8995,10290,30,58.0,1.3
0,0,0,0,1,1,0,0,0,2018,14195,1562,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2018,12590,9683,145,47.1,1.5
0,0,1,0,0,1,0,0,0,2018,14700,6775,140,76.3,1.5
0,0,0,0,1,0,1,0,0,2017,9995,35597,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2016,8490,24700,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2014,8995,46839,0,80.7,1.5
0,0,0,0,1,0,1,0,0,2018,11195,1000,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,10600,12189,150,47.1,1.5
0,0,0,0,1,0,1,0,0,2019,11800,4036,150,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,9595,20740,145,65.7,1.0
0,0,0,0,1,0,1,0,0,2016,6995,50096,0,66.0,1.0
0,0,1,0,0,1,0,0,0,2017,11795,13093,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2017,9495,22465,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2017,10350,26791,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,13750,9100,145,47.9,1.5
0,0,1,0,0,1,0,0,0,2015,11750,17250,0,76.3,1.5
0,0,0,0,1,0,1,0,0,2018,11800,8736,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2017,11300,14150,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2019,12000,9070,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,9495,46706,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,11900,5691,145,47.1,1.5
0,0,1,0,0,1,0,0,0,2017,14995,6150,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,8995,13659,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2019,12500,11772,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2016,7995,36788,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,9995,10128,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2014,9450,61042,0,80.7,1.5
0,0,0,0,1,0,1,0,0,2017,10550,5951,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2016,9995,17660,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2018,11000,13283,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,10995,11112,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,10995,13607,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,11995,12567,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,8995,18888,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,9995,9279,145,56.5,1.5
0,0,1,0,0,1,0,0,0,2018,11995,30184,135,76.3,1.5
0,0,1,0,0,1,0,0,0,2015,8995,36111,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2018,8995,23111,145,65.7,1.0
0,0,0,0,1,0,1,0,0,2018,9995,17211,145,58.9,1.5
0,0,0,0,1,1,0,0,0,2018,17495,24616,145,60.1,1.5
0,0,0,0,1,0,0,0,1,2014,8000,48200,30,55.4,1.3
0,0,0,0,1,0,1,0,0,2018,8995,41855,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2016,7995,17279,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2016,7995,15122,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2018,12995,9989,135,76.3,1.5
0,0,1,0,0,1,0,0,0,2017,12995,8748,135,76.3,1.5
0,0,0,0,1,1,0,0,0,2018,11695,14655,145,60.1,1.5
0,0,1,0,0,1,0,0,0,2018,11995,15432,135,76.3,1.5
0,0,0,0,1,1,0,0,0,2017,10495,15237,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,9995,26522,150,58.9,1.5
0,0,0,0,1,1,0,0,0,2017,10995,9851,145,60.1,1.5
0,0,0,0,1,0,1,0,0,2018,9495,31255,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2018,9995,22889,145,56.5,1.5
0,0,0,0,1,1,0,0,0,2018,11995,10512,145,60.1,1.5
0,0,1,0,0,1,0,0,0,2017,10995,25823,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2017,10995,22909,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2017,10995,24100,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2017,10995,23802,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2017,12695,20275,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,8268,34039,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,9995,20020,145,47.1,1.5
0,0,1,0,0,1,0,0,0,2016,9995,41111,0,86.0,1.5
0,0,1,0,0,1,0,0,0,2017,12995,11521,135,76.3,1.5
0,0,1,0,0,1,0,0,0,2019,18868,9991,140,76.3,1.5
0,0,0,0,1,0,1,0,0,2018,10995,10513,145,58.9,1.5
0,0,0,0,1,1,0,0,0,2018,14991,7906,145,60.1,1.5
0,0,1,0,0,1,0,0,0,2017,12795,24683,135,76.3,1.5
0,0,1,0,0,1,0,0,0,2017,11995,21709,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2019,14995,1899,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,9830,35000,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2019,11995,7885,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2016,6997,52667,0,66.0,1.0
0,0,0,0,1,1,0,0,0,2016,10795,26599,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2016,8995,41074,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2019,11733,7414,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,12795,50,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,10721,18946,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2018,10378,13049,145,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,12191,30338,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2019,11641,7640,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,11585,10842,145,47.9,1.5
0,0,0,0,1,1,0,0,0,2018,11975,20415,145,60.1,1.5
0,0,1,0,0,1,0,0,0,2017,14122,17212,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2016,8982,33204,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2015,12721,24654,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2019,13671,11970,135,76.3,1.5
0,0,0,0,1,1,0,0,0,2016,10584,11903,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2019,10610,7885,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2015,8632,15636,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2019,11426,9721,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,10660,6020,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,10660,5988,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,10660,7869,145,47.9,1.5
0,0,1,0,0,1,0,0,0,2018,13480,10403,135,76.3,1.5
0,0,0,0,1,0,1,0,0,2013,5995,44797,125,51.4,1.3
0,0,0,0,1,1,0,0,0,2017,10999,33710,145,60.1,1.5
0,0,0,0,1,0,1,0,0,2017,9902,26308,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2015,7633,29400,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2017,11800,28544,145,56.5,1.5
0,0,1,0,0,1,0,0,0,2016,13995,37865,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2016,6987,50980,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2019,11779,7452,145,47.9,1.5
0,0,1,0,0,1,0,0,0,2018,13252,16921,135,76.3,1.5
0,0,0,0,1,0,1,0,0,2016,8477,41240,30,55.0,1.3
0,0,0,0,1,1,0,0,0,2017,10744,13874,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2018,10684,9321,145,58.9,1.5
0,0,0,0,1,1,0,0,0,2017,11326,21916,145,60.1,1.5
0,0,1,0,0,1,0,0,0,2015,11157,35841,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2018,9386,28112,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2015,8772,17750,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2016,9436,6553,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2016,11091,53222,0,78.5,1.5
0,0,0,0,1,0,1,0,0,2017,9707,16845,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,13039,11102,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,10707,18256,145,56.5,1.5
0,0,0,0,1,0,1,0,0,2017,8994,19678,30,58.0,1.3
0,0,1,0,0,1,0,0,0,2016,12500,20216,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2016,13534,9857,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2017,8253,28698,30,58.0,1.3
0,0,0,0,1,1,0,0,0,2019,13458,3456,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,11895,9034,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,9899,27855,150,58.9,1.5
0,0,1,0,0,1,0,0,0,2016,11295,27500,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2015,9995,50033,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2018,10795,22164,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2019,12171,4263,150,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,10515,22978,145,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9750,13297,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,8950,35137,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2019,14295,3150,140,76.3,1.5
0,0,1,0,0,1,0,0,0,2018,14895,11125,140,67.3,1.5
0,0,0,0,1,0,1,0,0,2016,9395,2845,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,10247,19205,150,58.9,1.5
0,0,0,0,1,1,0,0,0,2018,12995,14274,150,47.1,1.5
0,0,1,0,0,1,0,0,0,2017,12222,28290,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2015,7295,17511,0,66.0,1.0
0,0,0,0,1,0,1,0,0,2019,14369,9413,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2016,8150,25234,30,58.0,1.3
0,0,0,0,1,1,0,0,0,2019,13299,2999,145,47.9,1.5
0,0,1,0,0,1,0,0,0,2016,11300,29931,0,86.0,1.5
0,0,0,0,1,0,1,0,0,2018,10850,10741,145,47.1,1.5
0,0,0,0,1,0,1,0,0,2017,10250,19195,145,55.0,1.3
0,0,0,0,1,1,0,0,0,2020,19276,3113,145,47.9,1.5
0,0,0,0,1,1,0,0,0,2019,12750,4256,145,47.9,1.5
0,0,0,0,1,1,0,0,0,2016,10950,15031,30,55.0,1.3
0,0,0,0,1,1,0,0,0,2019,12750,3970,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,12650,3033,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,11450,3696,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,11750,8935,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,11750,5496,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,11750,11444,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,10800,16704,145,56.5,1.5
0,0,0,0,1,1,0,0,0,2019,13489,2250,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2018,10250,14600,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2017,9325,29600,150,58.9,1.5
0,0,0,0,1,0,1,0,0,2020,14995,1985,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,12995,1442,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,9250,9100,30,58.0,1.3
0,0,0,0,1,1,0,0,0,2018,11975,13692,150,60.1,1.5
0,0,0,0,1,0,1,0,0,2017,8250,36104,30,58.0,1.3
0,0,0,0,1,0,1,0,0,2017,10450,12017,30,55.0,1.3
0,0,1,0,0,1,0,0,0,2016,10700,44571,0,78.0,1.5
0,0,1,0,0,1,0,0,0,2017,13995,19280,0,78.0,1.5
0,0,0,0,1,0,1,0,0,2019,9950,10225,150,56.5,1.0
0,0,0,0,1,0,1,0,0,2017,10750,18121,150,56.5,1.5
0,0,0,0,1,0,1,0,0,2019,11995,15000,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2019,14582,12600,145,47.9,1.5
0,0,0,0,1,0,1,0,0,2017,10125,13000,30,55.0,1.3
0,0,0,0,1,0,1,0,0,2018,12995,8500,145,47.1,1.5
0,0,1,0,0,1,0,0,0,2017,13200,6400,140,76.3,1.5
